sortID,common,spp,sex,N,meanMass,sDev,minMass,maxMass,season,location,citationNumber, 
440,Streak-capped Treehunter,Thripadectes virgaticeps,U,2,65.8,,65,66.5,,Columbia,881,
441,,,,,,,,,,,,
442,Uniform Treehunter,Thripadectes ignobilis,U,4,47.2,,42.2,51.5,,Columbia; Ecuador,"991, 1037",
443,,,,,,,,,,,,
444,Streak-breasted Treehunter,Thripadectes rufobrunneus,B,4,56.2,,51.5,64.8,,Panama,489,
445,,,,,,,,,,,,
446,Lineated Foliage-gleaner,Syndactyla subalaris,U,14,28.9,1.2,,,,Peru,1288,
447,,,,,,,,,,,,
448,Guttulated Foliage-gleaner,Syndactyla guttulata,U,,36,,,,,,522,
449,,,,,,,,,,,,
450,Buff-browed Foliage-gleaner,Syndactyla rufosuperciliata,U,12,25.6,1.4,,,,Brazil,961,
451,,,,,,,,,,,,
452,Rufous-necked Foliage-gleaner,Syndactyla ruficollis,F,5,31,,29,34,,Peru,900,
453,,,,,,,,,,,,
454,Point-tailed Palmcreeper,Berlepschia rikeri,B,5,37,,35,38.5,,Suriname,498,
455,,,,,,,,,,,,
456,Peruvian Recurvebill,Simoxenops ucayalae,B,11,49.8,,,,,Peru; Brazil,"370, 449, 1083",
457,,,,,,,,,,,,
458,Bolivian Recurvebill,Simoxenops striatus,U,6,41.6,,37.5,48.5,,Bolivia,514,
459,,,,,,,,,,,,
460,Striped Woodhaunter,Hyloctistes subulatus,U,14,28.8,1.6,,,,Peru,370, 
461,,,,,,,,,,,,
462,Chestnut-winged Hookbill,Ancistrops strigilatus,B,8,35.9,,,,,Peru,370,
463,,,,,,,,,,,,
464,Chestnut-winged Foliage-gleaner,Philydor erythropterum,U,,30,,,,,Peru,1210,
465,,,,,,,,,,,,
466,Rufous-rumped Foliage-gleaner,Philydor erythrocercum,U,12,26.4,4.6,,,,French Guiana,1214,
467,,,,,,,,,,,,
468,Rufous-rumped Foliage-gleaner,Philydor erythrocercum ochrogaster,B,41,24.2,,,,,Peru,370,
469,,,,,,,,,,,,
470,Rufous-tailed Foliage-gleaner,Philydor ruficaudatum,U,10,30.1,,,,,Brazil,1016,
471,,,,,,,,,,,,
472,Buff-fronted Foliage-gleaner,Philydor rufum,B,9,25,,22,31,,Brazil,"63, 252, 961, 1043", 
473,,,,,,,,,,,,
474,Ochre-breasted Foliage-gleaner,Philydor lichtensteini,U,12,21,,17,23,,Paraguay,132,
475,,,,,,,,,,,,
476,Russet-mantled Foliage-gleaner,Philydor dimidiatum,U,10,29.4,1.5,27,32,,Brazil,177,
477,,,,,,,,,,,,
478,Cinnamon-rumped Foliage-gleaner,Philydor pyrrhodes,B,6,30.5,,25,34.5,,Suriname,498,
479,,,,,,,,,,,,
480,Slaty-winged Foliage-gleaner,Philydor fuscipenne,U,,,,25,28,,,274,
481,,,,,,,,,,,,
482,Black-capped Foliage-gleaner,Philydor atricapillus,U,9,22.2,,20,24,,Brazil; Paraguay,"132, 878",
483,,,,,,,,,,,,
484,Alagoas Foliage-gleaner,Philydor novaesi,F,3,38,,30,48,,northeast Brazil,1203,
485,,,,,,,,,,,,
486,Crested Foliage-gleaner,Anabazenops dorsalis,U,7,35.4,,,,,Peru,1288,
487,,,,,,,,,,,,
488,Chestnut-crowned Foliage-gleaner,Automolus rufipileatus,U,14,34.8,,31.4,38,,Venezuela; Suriname;,"293, 498, 875, 1308",
489,,,,,,,,,,French Guiana; Brazil,,
490,White-eyed Foliage-gleaner,Automolus leucophthalmus ,U,12,34.5,,31,37.5,,Brazil,"752, 878",
491,,,,,,,,,,,,
492,White-throated Foliage-gleaner,Automolus roraimae,M,13,27,2.5,22,31.8,,Venezuela,1308,
493,,Automolus roraimae,F,8,28.1,,26.5,29,,,,
494,Buff-throated Foliage-gleaner,Automolus ochrolaemus,U,25,40.2,2.5,,,,Costa Rica; Panama,618,
495,,,,,,,,,,,,
496,Olive-backed Foliage-gleaner,Automolus infuscatus,U,11,32.9,,30.2,36.2,,Brazil,875,
497,,,,,,,,,,,,
498,Brown-rumped Foliage-gleaner,Automolus melanopezus,B,5,31.4,,28.7,32.9,,Peru,"319, 370",
499,,,,,,,,,,,,
500,Ruddy Foliage-gleaner,Automolus rubiginosus,B,9,39.8,,32,44,,,"293, 498, 496, 990",
501,,,,,,,,,,,,
502,Chestnut-capped Foliage-gleaner,Hylocryptus rectirostris,U,5,48,,44,51,,Brazil,752,
503,,,,,,,,,,,,
504,Henna-hooded Foliage-gleaner,Hylocryptus erythrocephalus,M,5,44.8,,,,,Peru,1302,
505,,Hylocryptus erythrocephalus,F,5,48.2,,,,,,,
506,Short-billed Leaftosser,Sclerurus rufigularis,U,10,21.6,,20.2,23.1,,Brazil; Suriname,"293, 496, 875",
507,,,,,,,,,,,,
508,Tawny-throated Leaftosser,Sclerurus mexicanus,B,9,25.1,,21,27.7,,Panama; Mexico; Columbia,"498, 881, 990, 1037", 
509,,,,,,,,,,Suriname,,
510,Gray-throated Leaftosser,Sclerurus albigularis,B,13,34.8,3.4,26,39.5,,Venezuela,1254,
511,,, , , ,,,,,,,
512,Black-tailed Leaftosser,Sclerurus caudacutus olivascens,B,8,35.3,,34.8,37,,Peru,1143,
513,,,,,,,,,,,,
514,Black-tailed Leaftosser,Sclerurus caudacutus pallidus,B,4,37.2,,34.5,41.3,,Brazil,1143,
515,,,,,,,,,,,,
516,Rufous-breasted Leaftosser,Sclerurus scansor,B,10,36.9,,32,41,,Brazil,"63, 252, 875, 961, 1205", 
517,,,,,,,,,,,,
518,Scaly-throated Leaftosser,Sclerurus guatemalensis,U,25,34.7,3.3,,,,Panama; Costa Rica,618,
519,,,,,,,,,,,,
520,Sharp-tailed Streamcreeper,Lochmias nematura,B,13,22,,20,24.5,,Brazil,"63, 752, 878", 
521,,,,,,,,,,,,
522,Tyrannine Woodcreeper,Dendrocincla tyrannina,U,7,54.9,,,,,Peru; Columbia,"1037, 1288",
523,,,,,,,,,,,,
524,Thrush-like Woodcreeper,Dendrocincla turdina,U,22,39,,31,45.3,,Brazil,878,
525,,,,,,,,,,,,
526,Tawny-winged Woodcreeper,Dendrocincla anabatina,M,8,37.4,,35.2,42.4,,"Yucatan, Mexico",910a,
527,,Dendrocincla anabatina,F,6,31.3,,28.8,34.1,,,,
528,Plain-brown Woodcreeper,Dendrocincla fuliginosa,B,98,38.7,,31,54.5,,Trinidad,359,
529,,,,,,,,,,,,
530,White-chinned Woodcreeper,Dendrocincla merula,B,20,46.6,3.1, , ,,Bolivia,185,
531,,,,,,,,,,,,
532,White-chinned Woodcreeper,Dendrocincla merula,B,67,47.5,3.4,,,,Peru,1316,
533,, ,,,,,,,,,,
534,White-chinned Woodcreeper,Dendrocincla merula,M,,57,,,,,,274,
535,,Dendrocincla merula,F,,49.5,,,,,,,
536,Ruddy Woodcreeper,Dendrocincla homochroa,M,6,45.3,,,,,Panama,489,
537,,Dendrocincla homochroa,F,4,36.8,,,,,,,
538,Ruddy Woodcreeper,Dendrocincla homochroa,U,67,36.8,5.3,25,48,,El Salvador,1041a,
539,,,,,,,,,,,,
540,Long-tailed Woodcreeper,Deconychura longicauda,U,11,23.8,2,,,,Costa Rica; Panama,618,
541,,,,,,,,,,,,
542,Spot-throated Woodcreeper,Deconychura stictolaema,B,9,18.5,,14.5,20.5,,Brazil,"879, 1178",
543,,,,,,,,,,,,
544,Olivaceous Woodcreeper,Sittasomus griseicapillus,M,21,14.3,0.6,,,,Panama,489,
545,,Sittasomus griseicapillus,F,11,12.9,0.7,,,,,,
546,Olivaceous Woodcreeper,Sittasomus griseicapillus,M,3,11.3,,,,,Peru,1302,
547, , Sittasomus griseicapillus,F,5,10.4,,,,,,,
548,Olivaceous Woodcreeper,Sittasomus griseicapillus,U,15,18,,17,19,,Paraguay,132,
549,,,,,,,,,,,,
550,Wedge-billed Woodcreeper,Glyphorynchus spirurus,U,113,14.6,,12.2,16.9,,Brazil,875,
551,,,,,,,,,,,,
552,Scimitar-billed Woodcreeper,Drymornis bridgesii,M,2,78,,76,80,,Bolivia; Brazil,"63, 657, 841",
553,,Drymornis bridgesii,F,1,110,,,,,,,
554,Long-billed Woodcreeper,Nasica longirostris,U,,92,,,,,Peru,1210,
555,,,,,,,,,,,,
556,Cinnamon-throated Woodcreeper,Dendrexetastes rufigula,B,13,69.6,,64,77,,Suriname,498,
557,,,,,,,,,,,,
558,Bar-bellied Woodcreeper,Hylexetastes stresemanni,U , ,111,,,,,Peru,617,
559,,,,,,,,,,,,
560,Red-billed Woodcreeper,Hylexetastes perrotii,U,66,114,7.7,,,,Brazil,73,
561,,,,,,,,,,,,
562,Uniform Woodcreeper,Hylexetastes perrotii uniformis,B,8,93.2,,86,106,,Brazil,1143,
563,,,,,,,,,,,,
564,White-throated Woodcreeper,Xiphocolaptes albicollis,U,4,118,,109,131,,Brazil; Paraguay,"63, 132, 177",
565,,,,,,,,,,,,
566,Moustached Woodcreeper,Xiphocolaptes falcirostris,U,,110,,,,,,274,
567,,,,,,,,,,,,
568,Great Rufous Woodcreeper,Xiphocolaptes major ,B,11,156,,142,163,, ,"362, 1175",
569,,,,,,,,,,,,
570,Strong-billed Woodcreeper,Xiphocolaptes promeropirhynchus,B,10,117,,103,126,,Columbia,324a,
571,,,,,,,,,,,,
572,Strong-billed Woodcreeper,Xiphocolaptes promeropirhynchus,U,3,74,,62,80,,,362,
573,,     emigrans,,,,,,,,,,
574,Carajas Woodcreeper,Xiphocolaptes carajaensis,M,1,114,,,,,"Para, Brazil",1108, 
575,,,,,,,,,,,, 
576,Northern Barred-Woodcreeper,Dendrocolaptes sanctithomae,U,5,66.9,,58.5,74,,"Chiapas, Mexico; El Salvador","1041a, 1143",
577,,,,,,,,,,,,
578,Amazonian Barred-Woodcreeper,Dendrocolaptes certhia,B,15,68.7, ,62.5,79,,Suriname,498, 
579,,,,,,,,,,, ,
580,Hoffmann's Woodcreeper,Dendrocolaptes hoffmannsi,B,3,83,,74,86,,Brazil,"861, 1178", 
581,,,,,,,,,,,,
582,Black-banded Woodcreeper,Dendrocolaptes picumnus,M,4,82.5,,79,88,,Suriname,498,
583,,Dendrocolaptes picumnus,F,6,92.7,,87,98,,,,
584,Black-banded Woodcreeper,Dendrocolaptes picumnus,B,4,73.8,,,,,northern Andes,1313,
585,,,,,,,,,,,,
586,Black-banded Woodcreeper,Dendrocolaptes picumnus,B,6,61,,,,,Nicaragua,1313,
587,,,,,,,,,,,,
588,Planalto Woodcreeper,Dendrocolaptes platyrostris,B,11,61.7,,50.5,69,,Brazil,"63, 877, 878",
589,,,,,,,,,,,,
590,Straight-billed Woodcreeper,Xiphorhynchus picus,U,14,41.6,3.2,35.3,46.8,,Venezuela,1215,
591,,,,,,,,,,,,
592,Straight-billed Woodcreeper,Xiphorhynchus picus,M,5,38.8,,35.8,40.5,,Columbia,1168,
593,,,,,,,,,,,,
594,Zimmer's Woodcreeper,Xiphorhynchus kienerii,M,2,43.8,,43.4,44.3,,Columbia,1168,
595,,,,,,,,,,,,
596,Striped Woodcreeper,Xiphorhynchus obsoletus,U,16,32.6,,25.9,37,,Suriname,498,
597,,,,,,,,,,,,
598,Ocellated Woodcreeper,Xiphorhynchus ocellatus,U, , , ,32,42,, ,274,
599,,,,,,,,,,,,
600,Tschudi's Woodcreeper,Xiphorhynchus chunchotambo,U,7,35.1,1.9, , ,,Peru,1288,
601,,,,,,,,,,,,
602,Spix's Woodcreeper,Xiphorhynchus spixii ,U,17,31.2,,27.2,36.2,,Brazil,875,
603,,,,,,,,,,,,
604,Spix's Woodcreeper,Xiphorhynchus elegans,B,13,34.1,2.6,30.5,38.5,,Brazil,1178,
605,,,,,,,,,,,,
606,Buff-throated Woodcreeper,Xiphorhynchus guttatus eytoni,B,11,58.8,7.2,45,69,,Brazil,"449, 1178",
607,,,,,,,,,,,,
608,Buff-throated Woodcreeper,Xiphorhynchus guttatus polystictus,B,13,60.6,,55,70,,Suriname,498,
609,,,,,,,,,,,,
610,Chestnut-rumped Woodcreeper,Xiphorhynchus pardalotus,M,12,37,2.5,32,41,,Venezuela,1308,
611,,Xiphorhynchus pardalotus,F,6,32.3,,26.8,36,,,,
612,Cocoa Woodcreeper,Xiphorhynchus susurrans,B,51,48.8,,36.5,59,,Trinidad,359,
613,,    ,,,,,,,,,,
614,Cocoa Woodcreeper,Xiphorhynchus susurrans nanus,U,5,48.6,,41,52,,Panama,156,
615,,,,,,,,,,,,
616,Cocoa Woodcreeper,Xiphorhynchus susurrans nanus,U,27,43,4.6,35,52,,Venezuela,1254,
617,,,,,,,,,,,,
618,Ivory-billed Woodcreeper,Xiphorhynchus flavigaster,M,9,47.2, ,43.6,52.6,,"Yucatan, Mexico",910a,
619,,Xiphorhynchus flavigaster,F,12,40,1.7,35,44.1,,,,
620,Ivory-billed Woodcreeper,Xiphorhynchus flavigaster,U,84,52.2,7.8,32,75,,El Salvador,1041a,
621,,,,,,,,,,,,
622,Black-striped Woodcreeper,Xiphorhynchus lachrymosus,B,4,56.4,,50.7,66,,Panama,"874, 990, 1180", 
623,,,,,,,,,,,,
624,Spotted Woodcreeper,Xiphorhynchus erythropygius,U,13,46.8,2.4,42.6,50,,Panama,79,
625,,,,,,,,,,,,
626,Olive-backed Woodcreeper,Xiphorhynchus triangularis,B,13,46.3,,39,51.8,,Columbia; Ecuador,"798, 953, 1043",
627,,,,,,,,,,,,
628,Lesser Woodcreeper,Xiphorhynchus fuscus,U,20,21.8,1.4,,,,"Rio de Janeiro, Brazil",125,
629,,,,,,,,,,,,
630,White-striped Woodcreeper,Lepidocolaptes leucogaster,B,12,36,2,32.1,39.2,,"San Luis Potosi, Mexico",1145,
631,,,,,,,,,,,,
632,Streak-headed Woodcreeper,Lepidocolaptes souleyetii,B,10,25.7,,,,,Peru,1302,
633,,,,,,,,,,,,
634,Narrow-billed Woodcreeper,Lepidocolaptes angustirostris,B,13,27.8,,23.6,45.1,,Bolivia,1055,
635,,,,,,,,,,,,
636,Narrow-billed Woodcreeper,Lepidocolaptes angustirostris,B,8,31.5,,,,,Brazil,"63, 877, 1109",
637,,,,,,,,,,,,
638,Spot-crowned Woodcreeper,Lepidocolaptes affinis,M,16,35.4,2.3,,,,Panama,489,
639,,Lepidocolaptes affinis,F,20,34.6,2.2,,,,,,
640,Montane Woodcreeper,Lepidocolaptes lacrymiger,B,5,30.6,,27,33,,Peru,1143,
641,,     carabayae,,,,,,,,,,
642,Scaled Woodcreeper,Lepidocolaptes squamatus,U,2,28.1,,27,29.2,,Brazil; Argentina,"211, 877", 
643,,,,,,,,,,,,
644,Scalloped Woodcreeper,Lepidocolaptes falcinellus,U,,,,26,30,,,274,
645,,,,,,,,,,,,
646,Lineated Woodcreeper,Lepidocolaptes albolineatus,B,23,20.3,,18,24,,Suriname,498,
647,,,,,,,,,,,,
648,Greater Scythebill,Campylorhamphus pucherani,M,1,70.5,,,,,Peru ,1288,
649,,,,,,,,,,,,
650,Red-billed Scythebill,Campylorhamphus trochilirostris,B,11,40.8,,35,55,,"Peru, Panama, Argentina,","156, 319, 657, 795, 1040, 1302", 
651,,,,,,,,,,"Bolivia, Columbia", ,
652,Brown-billed Scythebill,Campylorhamphus pusillus,B,11,40.5,,33,48,,Peru,"900, 1037", 
653,,,,,,,,,,,,
654,Black-billed Scythebill,Campylorhamphus falcularius,U,8,42.6,,,,,,"64, 125, 878, 961", 
655,,,,,,,,,,,,
656,Curve-billed Scythebill,Campylorhamphus procurvoides,B,7,33.5,,29.9,36,,French Guiana; Venezuela,"293, 498, 861, 1308", 
657,,,,,,,,,,Brazil,,
658,,,,,,,,,,,,
660,Fasciated Antshrike,Cymbilaimus lineatus,B,17,35.8,,31,44,,Suriname,498,
661,,,,,,,,,,,,
662,Bamboo Antshrike,Cymbilaimus sanctaemariae,B,9,28.7,,,,,Peru ,370,
663,,,,,,,,,,,,
664,Spot-backed Antshrike,Hypoedaleus guttatus,F,2,38.8,,36,41.5,,Paraguay,1175,
665,,,,,,,,,,,,
666,Giant Antshrike,Batara cinerea,B,8,131,,97,156,,Brazil; Bolivia,"64, 657, 878, 1105", 
667,,,,,,,,,,,,
668,Tufted Antshrike,Mackenziaena severa,B,5,51.8,,50,54,,Brazil; Paraguay,"64, 132, 1178",
669,,,,,,,,,,,,
670,Large-tailed Antshrike,Mackenziaena leachii,B,6,70.2,,59,76.1,,,"64, 211, 252", 
671,,,,,,,,,,,,
672,Black-throated Antshrike,Frederickena viridis,F,2,76,,72,80,,Suriname,498,
673,,,,,,,,,,,,
674,Undulated Antshrike,Frederickena unduligera,B,6,83,,,,,Peru,370,
675,,,,,,,,,,,,
676,Great Antshrike,Taraba major,B,29,59.2,,50,64.4,,Suriname,498,
677,,,,,,,,,,,,
678,Collared Antshrike,Sakesphorus bernardi,B,4,34.4,,28.9,41,,Peru,"1043, 1302", 
679,,,,,,,,,,,,
680,Black-crested Antshrike,Sakesphorus canadensis,B,26,24.4,,22,28,,Suriname,498,
681,,,,,,,,,,,,
682,Silvery-cheeked Antshrike,Sakesphorus cristatus,B,8,17.7,,13.3,20.5,,"Minas Gerais, Brazil","1142b, 1146", 
683,,,,,,,,,,,,
684,Black-backed Antshrike,Sakesphorus melanonotus,B,5,25.5,,23,26.5,,Venezuela,1254,
685,,,,,,,,,,,,
686,Band-tailed Antshrike,Sakesphorus melanothorax,B,4,31.8,,31,33,,Suriname,498,
687,,,,,,,,,,,,
688,Glossy Antshrike,Sakesphorus luctuosus,B,8,31.4,,28,34,,Brazil,"392, 449",
689,,,,,,,,,,,,
690,Barred Antshrike,Thamnophilus doliatus fraterculus,B,32,27.9,,25,30.5,,Trinidad,359,
691,,,,,,,,,,,,
692,Barred Antshrike,Thamnophilus doliatus tobagensis,B,12,26.2,,22,30,,Tobago,359,
693,,,,,,,,,,,,
694,Chapman's Antshrike,Thamnophilus zarumae,M,2,22.8,,22,23.5,,Ecuador; Peru ,"953, 1302", 
695,,,,,,,,,,,,
696,Bar-crested Antshrike,Thamnophilus multistriatus,B,7,27.5,,25.6,30.4,,Columbia,798,
697,,,,,,,,,,,,
698,Chestnut-backed Antshrike,Thamnophilus palliatus,U,1,23.3,,,,,Brazil,875,
699,,,,,,,,,,,,
700,Lined Antshrike,Thamnophilus tenuepunctatus,U,,,,22,23,,,274,
701,,,,,,,,,,,,
702,Black-hooded Antshrike,Thamnophilus bridgesi,U,,27,,,,,Costa Rica,1170,
703,,,,,,,,,,,,
704,Black Antshrike,Thamnophilus nigriceps,U,6,22.9,,21.8,26.2,,Panama,156,
705,,,,,,,,,,,,
706,Blackish-gray Antshrike,Thamnophilus nigrocinereus,U,2,30,,28,32,, ,274,
707,,,,,,,,,,,,
708,Castelnau's Antshrike,Thamnophilus cryptoleucus,B,2,27.5,,27.5,27.5,,Columbia,512,
709,,,,,,,,,,,,
710,White-shouldered Antshrike,Thamnophilus aethiops,B,14,25.7,,22,29.5,,Venezuela,1308,
711,,,,,,,,,,,,
712,Uniform Antshrike,Thamnophilus unicolor,B,7,24.2,,22.2,27.2,,Columbia,798,
713,,,,,,,,,,,,
714,Upland Antshrike,Thamnophilus aroyae,U,,,,19,21,,,274,
715,,,,,,,,,,,,
716,Plain-winged Antshrike,Thamnophilus schistaceus,B,5,20.3,,19,22.5,,Brazil; Peru,"318, 861",
717,,,,,,,,,,,,
718,Mouse-colored Antshrike,Thamnophilus murinus,U,13,19.3,1.7,,,,French Guiana,1214,
719,,,,,,,,,,,,
720,Western Slaty-Antshrike,Thamnophilus atrinucha,U, ,23.6,,,,,Nicaragua,194,
721,,,,,,,,,,,,
722,Guianan Slaty-Antshrike,Thamnophilus punctatus,U,14,19.4,1.5,16.5,21.5,,Brazil,752,
723,,,,,,,,,,,,
724,Natterer's Slaty-Antshrike,Thamnophilus stictocephalus,M,1,21.5,,,,,Bolivia,560,
725,,,,,,,,,,,,
726,Bolivian Slaty-Antshrike,Thamnophilus sticturus,B,18,18.2,2.5,16,27,,Bolivia,1143,
727,,,,,,,,,,,,
728,Planalto Slaty-Antshrike,Thamnophilus pelzelni,B,8,20.9,,20,22,,"Sao Paulo, Brazil",1143,
729,,,,,,,,,,,,
730,Streak-backed Antshrike,Thamnophilus insignis,M,6,26.3,,24.1,30,,Venezuela,1308,
731,,Thamnophilus insignis,F,2,23.5,,22,25,,,,
732,Acre Antshrike,Thamnophilus divisorius,B,6,22.2,,21,23,,"Acre, Brazil",1297,
733,,, , , ,, , ,,,,
734,Amazonian Antshrike,Thamnophilus amazonicus,B,10,19.4,,15.5,24.4,,Brazil; Venezuela,"861, 875, 1308",
735,,,,,,,,,,,,
736,Amazonian Antshrike,Thamnophilus amazonicus,B,19,18,,15.9,19.7,,Suriname,498,
737,,     divaricatus, , , , ,,,,,,
738,Variable Antshrike,Thamnophilus caerulescens,B,12,21.1,,17,23,,Brazil; Paraguay,"132, 878",
739,,,,,,,,,,,,
740,Rufous-winged Antshrike,Thamnophilus torquatus,U,2,21.1,,17.9,24.3,,Brazil,"392, 1143",
741,,,,,,,,,,,,
742,Rufous-capped Antshrike,Thamnophilus ruficapillus,B,10,20.4,,16.3,21.5,,Bolivia,1055,
743,,,,,,,,,,,,
744,Spot-winged Antshrike,Pygiptila stellaris,B,11,24.1, ,22,26.1,,Suriname,498,
745,,,,,,,,,,,,
746,Pearly Antshrike,Megastictus margaritatus,B,4,20.2,,18.5,21,,"Rondonia, Brazil",1143,
747,,,,,,,,,,,,
748,Black Bushbird,Neoctantes niger,U,,32,,,,,Peru,1210,
749,,,,,,,,,,,,
750,Rondonia Bushbird,Clytoctantes atrogularis,F,1,31,,,,,Brazil,669,
751,,,,,,,,,,,,
752,Speckled Antshrike,Xenornis setifrons,F,1,24.6,,,,,Panama,79,
753,,,,,,,,,,,,
754,Russet Antshrike,Thamnistes anabatinus,B,10,20.7,1.8,19,23.6,,Panama; Belize,"489, 615, 990, 1027", 
755,,,,,,,,,,,,
756,Plain Antvireo,Dysithamnus mentalis ,B,11,18.9,,18,20,,Paraguay,132,
757,,,,,,,,,,,,
758,Plain Antvireo,Dysithamnus mentalis andrei,B,14,12.8,,11.5,14.5,,Trinidad,359,
759,,,,,,,,,,,,
760,Plain Antvireo,Dysithamnus mentalis cumbreanus,B,16,13.6,0.9,12,15,,Venezuela,1254,
761,,,,,,,,,,,,
762,Streak-crowned Antvireo,Dysithamnus striaticeps,U,1,12,,,,,Costa Rica,618,
763,,,,,,,,,,,,
764,Spot-crowned Antvireo,Dysithamnus puncticeps,U,2,14.9,,14.6,15.2,,Columbia,1037,
765,,,,,,,,,,,,
766,White-streaked Antvireo,Dysithamnus leucostictus,U,1,20.2,,,,,Columbia,1038a,
767,,,,,,,,,,,,
768,Plumbeous Antvireo,Dysithamnus plumbeus,B,13,20.5,1.6,18,23,,Venezuela,1254,
769,,,,,,,,,,,,
770,Saturnine Antshrike,Thamnomanes saturninus,B,13,20.4,1,19,22.5,,"Rondonia, Brazil",1178,
771,,,,,,,,,,,,
772,Dusky-throated Antshrike,Thamnomanes ardesiacus,U,22,17.7,1.5,,,,French Guiana,1214,
773,,,,,,,,,,,,
774,Cinereous Antshrike,Thamnomanes caesius,B,26,15.7,,12.8,18,,Venezuela,1308,
775,,,,,,,,,,,,
776,Bluish-slate Antshrike,Thamnomanes schistogynus,B,11,17.2,1.3,15.5,20,,Peru,319,
777,,,,,,,,,,,,
778,Pygmy Antwren,Myrmotherula brachyura,B,14,6.4,,5,7.8,,Suriname,498,
779,,,,,,,,,,,,
780,Moustached (Short-billed) Antwren,Myrmotherula ignota obscura,M,5,7.1,,,,,,467,
781,,,,,,,,,,,,
782,Sclater's Antwren,Myrmotherula sclateri,M,8,8.4,,,,,,"467, 988, 1178", 
783,,,,,,,,,,,,
784,Klages' Antwren,Myrmotherula klagesi,B,3,7.8,,7.5,8.3,,Brazil,195,
785,,,,,,,,,,,,
786,Yellow-throated Antwren,Myrmotherula ambigua,B,3,6.7,,6,7.6,,Brazil; Venezuela,"1178, 1308",
787,,,,,,,,,,,,
788,Cherrie's Antwren,Myrmotherula cherriei,B,11,8.2,0.8,7.3,9.9,,Columbia; Peru,"10, 1143", 
789,,,,,,,,,,,, 
790,Pacific Antwren,Myrmotherula pacifica,M,1,10.1,,,,,Ecuador,1143,
791,,,,,,,,,,,,
792,Amazonian Antwren,Myrmotherula multostriata,B,6,8,,7.5,8.6,,Venezuela; Brazil,1143,
793,,,,,,,,,,,,
794,Guianan Antwren,Myrmotherula surinamensis,B,16,8.3,,7.5,9,,Suriname,498,
795,,,,,,,,,,,,
796,Stripe-chested Antwren,Myrmotherula longicauda,M,5,8.3,,,,,,467,
797,,,,,,,,,,,,
798,Plain-throated Antwren,Myrmotherula hauxwelli,U,23,10.7,,8,16,,Brazil,875,
799,,,,,,,,,,,,
800,Rufous-bellied Antwren,Myrmotherula guttata,U,10,11,1.3,,,,French Guiana,1214,
801,,,,,,,,,,,,
802,Star-throated Antwren,Myrmotherula gularis,U,13,11.3,,10.6,13,,Brazil,"879, 961", 
803,,,,,,,,,,,,
804,Brown-bellied Antwren,Myrmotherula gutturalis ,U,16,9.2,1,,,,French Guiana,1214,
805,,,,,,,,,,,,
806,Checker-throated Antwren,Myrmotherula fulviventris,U,19,10.4,0.7,,,,Costa Rica; Panama,618,
807,,,,,,,,,,,,
808,White-eyed Antwren,Myrmotherula leucophthalma,M,12,9.4,0.9,8,10.7,,Brazil,1178,
809,,,,,,,,,,,,
810,Brown-backed Antwren,Myrmotherula fjeldsaai,B,4,9.8,,9,10.7,,Ecuador; Peru,654,
811,,,,,,,,,,,,
812,Stipple-throated Antwren,Myrmotherula haematonota,M,20,8.7,,,,,,467,
813,,,,,,,,,,,,
814,Foothill Antwren,Myrmotherula spodionota,U,10,10.7,,,,,Ecuador; Columbia,"953, 1038a",
815,,,,,,,,,,,,
816,Ornate Antwren,Myrmotherula ornata,U,12,9.4,,,,,,"449, 912",
817,,,,,,,,,,,,
818,Rufous-tailed Antwren,Myrmotherula erythrura,U,8,11.4,,,,,,"467, 912",
819,,,,,,,,,,,,
820,White-flanked Antwren,Myrmotherula axillaris,B,25,8.4,,,,,Peru,1288,
821,,,,,,,,,,,,
822,White-flanked Antwren,Myrmotherula axillaris,B,17,7.8,,6.5,9.5,,Trinidad,359,
823,,,,,,,,,,,,
824,Rio de Janeiro Antwren,Myrmotherula fluminensis,U,,9,,,,,,274,
825,,,,,,,,,,,,
826,Slaty Antwren,Myrmotherula schisticolor,B,16,9.6,,,,,Panama,489,
827,,,,,,,,,,,,
828,Long-winged Antwren,Myrmotherula longipennis,U,33,9.4,1.1,,,,French Guiana,1214,
829,,,,,,,,,,,,
830,Salvadori's Antwren,Myrmotherula minor,F,1,6.4,,,,,Brazil,1178,
831,,,,,,,,,,,,
832,Ihering's Antwren,Myrmotherula iheringi,U,,8,,,,,Peru,1210,
833,,,,,,,,,,,,
834,Ashy Antwren,Myrmotherula grisea,M,5,8.4,,,,,,467,
835,,,,,,,,,,,,
836,Plain-winged Antwren,Myrmotherula behni,B,2,8,,7.9,8,,Venezuela,"296, 1308",
837,,,,,,,,,,,,
838,Unicolored Antwren,Myrmotherula unicolor,F,1,11.5,,,,,Brazil,961,
839,,,,,,,,,,,,
840,Alagoas Antwren,Myrmotherula snowi,U,3,,,8,11.5,,,274,
841,,,,,,,,,,,,
842,Gray Antwren,Myrmotherula menetriesii,U,13,8.6,0.5,,,,French Guiana,1214,
843,,,,,,,,,,,,
844,Leaden Antwren,Myrmotherula assimilis,M,5,9.3,,,,,,467,
845,,,,,,,,,,,,
846,Banded Antwren,Dichrozona cincta,U,,16,,,,,Peru,1210,
847,,,,,,,,,,,,
848,Stripe-backed Antbird,Myrmorchilus strigilatus,U,10,23,1.7,,,,Argentina,178,
849,,,,,,,,,,,,
